id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1352627087060955142	1352627087060955142	2021-01-22 08:40:02 CST	2021-01-22	08:40:02	-0600	15970050	simonsinek	Simon Sinek		Any worthwhile conversation starts with listening.	en	[]	[]	[]	69	887	3733	[]	[]	https://twitter.com/simonsinek/status/1352627087060955142	False		0								[]				
1352330027124330498	1352330027124330498	2021-01-21 12:59:38 CST	2021-01-21	12:59:38	-0600	15970050	simonsinek	Simon Sinek		When we give someone a safe space to share what they're going through personally or professionally, we make them feel seen, heard, and valued.  https://t.co/ZRPJS7yv5P	en	[]	[]	[]	33	552	1989	[]	[]	https://twitter.com/simonsinek/status/1352330027124330498	False		1	https://pbs.twimg.com/media/EsRw_VPXcAAWucF.jpg							[]				
1351959936121626627	1351959936121626627	2021-01-20 12:29:01 CST	2021-01-20	12:29:01	-0600	15970050	simonsinek	Simon Sinek		If you have the opportunity to do amazing things in your life, bring someone with you.	en	[]	[]	[]	68	1760	7566	[]	[]	https://twitter.com/simonsinek/status/1351959936121626627	False		0								[]				
1351146825529569283	1351146825529569283	2021-01-18 06:38:00 CST	2021-01-18	06:38:00	-0600	15970050	simonsinek	Simon Sinek		Numbers will never come to our aid. People will.	en	[]	[]	[]	40	398	2197	[]	[]	https://twitter.com/simonsinek/status/1351146825529569283	False		0								[]				
1350091634692796416	1350091634692796416	2021-01-15 08:45:03 CST	2021-01-15	08:45:03	-0600	15970050	simonsinek	Simon Sinek		Giving direction is not the same thing as giving directions. Directions are instructions how. Direction is the reason why.	en	[]	[]	[]	56	1567	7309	[]	[]	https://twitter.com/simonsinek/status/1350091634692796416	False		0								[]				
1349796291371544582	1349796291371544582	2021-01-14 13:11:28 CST	2021-01-14	13:11:28	-0600	15970050	simonsinek	Simon Sinek		True vulnerability is not posting about our feelings online. True vulnerability is interpersonal. It’s connected to my favorite definition of love: giving someone the power to destroy us and trusting they won’t use it.  https://t.co/4u6McSSLQW	en	[]	[]	[]	34	578	1986	[]	[]	https://twitter.com/simonsinek/status/1349796291371544582	False		1	https://pbs.twimg.com/media/ErtwkfRWMAIFXfQ.jpg							[]				
1349424479680802816	1349424479680802816	2021-01-13 12:34:01 CST	2021-01-13	12:34:01	-0600	15970050	simonsinek	Simon Sinek		Arrogance is thinking something is perfect after the first draft. Humility is knowing there is always room for improvement.	en	[]	[]	[]	50	1200	5646	[]	[]	https://twitter.com/simonsinek/status/1349424479680802816	False		0								[]				
1349028383984795650	1349028382189654022	2021-01-12 10:20:05 CST	2021-01-12	10:20:05	-0600	15970050	simonsinek	Simon Sinek		To learn more about the @ChicagoEcoHouse visit  https://t.co/nYRp6TIu7O	en	[{'screen_name': 'chicagoecohouse', 'name': 'chicago eco house', 'id': '2811315819'}]	['http://chicagoecohouse.org']	[]	2	6	24	[]	[]	https://twitter.com/simonsinek/status/1349028383984795650	False		0								[]				
1349028382986522624	1349028382189654022	2021-01-12 10:20:04 CST	2021-01-12	10:20:04	-0600	15970050	simonsinek	Simon Sinek		Only through faith, conviction and the generosity of strangers was he able to rise up and become the successful social entrepreneur he is today - serving the community that took care of him.   Listen at  https://t.co/JHvtWOfKZ5 or anywhere you get your podcasts.	en	[]	['http://apple.co/simonsinek']	[]	2	9	82	[]	[]	https://twitter.com/simonsinek/status/1349028382986522624	False		0								[]				
1349028382189654022	1349028382189654022	2021-01-12 10:20:04 CST	2021-01-12	10:20:04	-0600	15970050	simonsinek	Simon Sinek		Occasionally I get to meet someone whose story absolutely inspires me. Quilen Blackwell is that person. He was on the path set for him - good grades, good college, good job - but he decided to follow his own path and his journey was filled with more difficulty than he imagined.	en	[]	[]	[]	8	25	351	[]	[]	https://twitter.com/simonsinek/status/1349028382189654022	False		0								[]				
1348604574035288067	1348604574035288067	2021-01-11 06:16:00 CST	2021-01-11	06:16:00	-0600	15970050	simonsinek	Simon Sinek		The value of learning is greater when we share what we learn.	en	[]	[]	[]	72	1826	7191	[]	[]	https://twitter.com/simonsinek/status/1348604574035288067	False		0								[]				
1347559693414244354	1347559693414244354	2021-01-08 09:04:02 CST	2021-01-08	09:04:02	-0600	15970050	simonsinek	Simon Sinek		Life changes for the better when we realize that we don't have to know everything and we don't have to pretend that we do.	en	[]	[]	[]	61	1512	6271	[]	[]	https://twitter.com/simonsinek/status/1347559693414244354	False		0								[]				
1347253254275661824	1347253254275661824	2021-01-07 12:46:21 CST	2021-01-07	12:46:21	-0600	15970050	simonsinek	Simon Sinek		Friendship is an investment, not a transaction. We don't show up for our friends based on how many times they've shown up for us. We show up because we know that when we need them most, they'll be there.  https://t.co/JSfKy6JCwe	en	[]	[]	[]	21	637	1953	[]	[]	https://twitter.com/simonsinek/status/1347253254275661824	False		1	https://pbs.twimg.com/media/ErJnsSaXcAAvjJs.jpg							[]				
1346881220584632321	1346881220584632321	2021-01-06 12:08:01 CST	2021-01-06	12:08:01	-0600	15970050	simonsinek	Simon Sinek		Leaders have the desire to see others succeed and accept the responsibility if they fail.	en	[]	[]	[]	39	803	3758	[]	[]	https://twitter.com/simonsinek/status/1346881220584632321	False		0								[]				
1346374630433574913	1346374630433574913	2021-01-05 02:35:00 CST	2021-01-05	02:35:00	-0600	15970050	simonsinek	Simon Sinek		Where and how do we find the truth? I called James Harding, former Director of @BBCNews and the founder and editor-in-chief of @tortoise, a new news service, to uncover the truth about the truth.  Listen at  https://t.co/JHvtWOxmnF or anywhere you get your podcasts.	en	[{'screen_name': 'bbcnews', 'name': 'bbc news (uk)', 'id': '612473'}, {'screen_name': 'tortoise', 'name': 'tortoise — a different kind of newsroom', 'id': '607698782'}]	['http://apple.co/simonsinek']	[]	7	18	126	[]	[]	https://twitter.com/simonsinek/status/1346374630433574913	False		0								[]				
1346074653631148032	1346074653631148032	2021-01-04 06:43:00 CST	2021-01-04	06:43:00	-0600	15970050	simonsinek	Simon Sinek		Your work is your own private megaphone to tell the world what you believe.	en	[]	[]	[]	45	837	4067	[]	[]	https://twitter.com/simonsinek/status/1346074653631148032	False		0								[]				
1345470925634998274	1345470925634998274	2021-01-02 14:44:00 CST	2021-01-02	14:44:00	-0600	15970050	simonsinek	Simon Sinek		Life is not a competition, it's a game. It's not about winning or losing, it's about all the fun we can have before it ends.	en	[]	[]	[]	128	1987	8542	[]	[]	https://twitter.com/simonsinek/status/1345470925634998274	False		0								[]				
1345132777260384257	1345132777260384257	2021-01-01 16:20:20 CST	2021-01-01	16:20:20	-0600	15970050	simonsinek	Simon Sinek		I took some time to reflect on the lessons and silver linings of 2020, and what we can do, together, to make 2021 a remarkable and inspiring year:  https://t.co/mruhda5cbd	en	[]	['http://simonsinek.com/2021']	[]	47	384	1298	[]	[]	https://twitter.com/simonsinek/status/1345132777260384257	False		0								[]				
1344720068278689792	1344720068278689792	2020-12-31 13:00:22 CST	2020-12-31	13:00:22	-0600	15970050	simonsinek	Simon Sinek		Greatness is only possible if you believe, without any doubt, that the future is bright.	en	[]	[]	[]	44	949	4416	[]	[]	https://twitter.com/simonsinek/status/1344720068278689792	False		0								[]				
1344344657006895105	1344344657006895105	2020-12-30 12:08:37 CST	2020-12-30	12:08:37	-0600	15970050	simonsinek	Simon Sinek		Like a camera, we can choose where want to put our focus. Some people focus on the thing they want and work to find ways to manifest it. Others focus on all the things standing in their way, and can’t see beyond those obstacles.  https://t.co/ePqrweXSsR	en	[]	[]	[]	45	568	1861	[]	[]	https://twitter.com/simonsinek/status/1344344657006895105	False		1	https://pbs.twimg.com/media/EqgSVl7XIAEC6bg.jpg							[]				
1343837411130957824	1343837411130957824	2020-12-29 02:33:00 CST	2020-12-29	02:33:00	-0600	15970050	simonsinek	Simon Sinek		Dr. James Carse articulated a basic truth about how the world works. It had a profound impact on me and my work. Sadly, Dr. Carse died in Sep 2020 but a few months before, I spoke with him about belief, fulfillment and the Infinite Game.  Listen at  https://t.co/JHvtWOxmnF	en	[]	['http://apple.co/simonsinek']	[]	6	32	192	[]	[]	https://twitter.com/simonsinek/status/1343837411130957824	False		0								[]				
1343530895383408645	1343530895383408645	2020-12-28 06:15:01 CST	2020-12-28	06:15:01	-0600	15970050	simonsinek	Simon Sinek		Before we can claim to understand others, we have to really understand ourselves.	en	[]	[]	[]	70	967	4444	[]	[]	https://twitter.com/simonsinek/status/1343530895383408645	False		0								[]				
1342187291511566337	1342187291511566337	2020-12-24 13:16:01 CST	2020-12-24	13:16:01	-0600	15970050	simonsinek	Simon Sinek		Don't give to get. Give to inspire others to give.	en	[]	[]	[]	68	1376	5835	[]	[]	https://twitter.com/simonsinek/status/1342187291511566337	False		0								[]				
1341807262994735105	1341807262994735105	2020-12-23 12:05:55 CST	2020-12-23	12:05:55	-0600	15970050	simonsinek	Simon Sinek		Can introverts be leaders? OF COURSE!  When it comes to being a leader, it doesn’t matter if you’re an introvert or an extrovert. What matters is that you learn to leverage the advantages of your personality type.  https://t.co/3OU6U4jJWf	en	[]	[]	[]	70	804	3114	[]	[]	https://twitter.com/simonsinek/status/1341807262994735105	False		1	https://pbs.twimg.com/media/Ep8Ol3uXYAE1NN6.jpg							[]				
1341300947805483009	1341300947805483009	2020-12-22 02:34:00 CST	2020-12-22	02:34:00	-0600	15970050	simonsinek	Simon Sinek		.@DerrenBrown has mastered the ability to tap into our motivations &amp; biases to uncover some remarkable things. These days, he’s interested in how we can all be just a little bit happier.  Listen to our conversation at  https://t.co/JHvtWOxmnF or anywhere you listen to podacsts	en	[{'screen_name': 'derrenbrown', 'name': 'derren brown', 'id': '25489250'}]	['http://apple.co/simonsinek']	[]	4	17	151	[]	[]	https://twitter.com/simonsinek/status/1341300947805483009	False		0								[]				
1341001223751798790	1341001223751798790	2020-12-21 06:43:00 CST	2020-12-21	06:43:00	-0600	15970050	simonsinek	Simon Sinek		Changing the world takes more than everything any one person knows, but not more than we know together. So let's work together.	en	[]	[]	[]	44	516	2621	[]	[]	https://twitter.com/simonsinek/status/1341001223751798790	False		0								[]				
1339948822391369735	1339948822391369735	2020-12-18 09:01:08 CST	2020-12-18	09:01:08	-0600	15970050	simonsinek	Simon Sinek		Most people ignore opportunities because they see only danger. Entrepreneurs ignore danger because they see only opportunities.	en	[]	[]	[]	79	1112	5269	[]	[]	https://twitter.com/simonsinek/status/1339948822391369735	False		0								[]				
1339650938668257283	1339650938668257283	2020-12-17 13:17:27 CST	2020-12-17	13:17:27	-0600	15970050	simonsinek	Simon Sinek		The Navy SEALs aren't made up of the strongest, toughest, or smartest candidates. They all possess something much deeper.  https://t.co/AVwvBo4UrV	en	[]	[]	[]	76	2436	7453	[]	[]	https://twitter.com/simonsinek/status/1339650938668257283	False		1	https://pbs.twimg.com/media/EpdlbTMWMAMakJa.jpg							[]				
1339270340103589889	1339270340103589889	2020-12-16 12:05:06 CST	2020-12-16	12:05:06	-0600	15970050	simonsinek	Simon Sinek		When we say out loud what we don't know, it increases the likelihood that someone who does know will offer help.	en	[]	[]	[]	38	505	3145	[]	[]	https://twitter.com/simonsinek/status/1339270340103589889	False		0								[]				
1338763985177423872	1338763985177423872	2020-12-15 02:33:01 CST	2020-12-15	02:33:01	-0600	15970050	simonsinek	Simon Sinek		On 1/15/09, Captain “Sully” Sullenberger landed his US Airways Airbus safely on the Hudson River. CEO and venture capitalist, @RicElias, was on that flight and shared how that experience transformed his views on business and life.  Listen anywhere you get your podcasts.  https://t.co/b6HtmdOPIZ	en	[{'screen_name': 'ricelias', 'name': 'ric elias', 'id': '18123387'}]	[]	['https://pbs.twimg.com/media/EpQ-v4oXUAAvdUQ.jpg']	4	19	193	[]	[]	https://twitter.com/simonsinek/status/1338763985177423872	False		1	https://pbs.twimg.com/media/EpQ-v4oXUAAvdUQ.jpg							[]				
1338463577670381573	1338463577670381573	2020-12-14 06:39:19 CST	2020-12-14	06:39:19	-0600	15970050	simonsinek	Simon Sinek		No office holiday party? No problem! Join global creative bar manager for Soho House, Tom Kerr, in this live online happy hour and learn to make (and drink) three cocktails that will put you in the holiday spirit:  https://t.co/RMMJsZKREd  https://t.co/uPKl2z37pf	en	[]	['https://bit.ly/3mamlsI']	[]	3	26	216	[]	[]	https://twitter.com/simonsinek/status/1338463577670381573	False		1	https://pbs.twimg.com/media/EpMthxNW8AQTQHt.jpg							[]				
1337406287164928005	1337406287164928005	2020-12-11 08:38:01 CST	2020-12-11	08:38:01	-0600	15970050	simonsinek	Simon Sinek		When we care less about our people, our people become careless.	en	[]	[]	[]	37	677	3557	[]	[]	https://twitter.com/simonsinek/status/1337406287164928005	False		0								[]				
1336738891408281607	1336738891408281607	2020-12-09 12:26:01 CST	2020-12-09	12:26:01	-0600	15970050	simonsinek	Simon Sinek		"To ask ""What's best for me"" is finite thinking.   To ask, ""What's best for us"" is infinite thinking."	en	[]	[]	[]	50	767	3595	[]	[]	https://twitter.com/simonsinek/status/1336738891408281607	False		0								[]				
1336181719049916417	1336181719049916417	2020-12-07 23:32:01 CST	2020-12-07	23:32:01	-0600	15970050	simonsinek	Simon Sinek		In life, we learn different things from different people. From my friend, retail executive @annieintuscany, I learned about generosity. So, in the spirit of generosity, I wanted to share her with you.   Listen at  https://t.co/JHvtWOxmnF or anywhere you get your podcasts.  https://t.co/F9od5c88hQ	en	[{'screen_name': 'annieintuscany', 'name': 'ann marie scichili', 'id': '143261515'}]	['http://apple.co/simonsinek']	['https://pbs.twimg.com/media/EosSMPnXcAAalMY.jpg']	8	26	244	[]	[]	https://twitter.com/simonsinek/status/1336181719049916417	False		1	https://pbs.twimg.com/media/EosSMPnXcAAalMY.jpg							[]				
1335926031765606401	1335926031765606401	2020-12-07 06:36:00 CST	2020-12-07	06:36:00	-0600	15970050	simonsinek	Simon Sinek		There may be patterns for the things that succeed, but that doesn't mean there's a formula for success.	en	[]	[]	[]	34	382	2399	[]	[]	https://twitter.com/simonsinek/status/1335926031765606401	False		0								[]				
1334876117996621825	1334876117996621825	2020-12-04 09:04:01 CST	2020-12-04	09:04:01	-0600	15970050	simonsinek	Simon Sinek		Authorities have control. Leaders have legacies.	en	[]	[]	[]	46	618	3440	[]	[]	https://twitter.com/simonsinek/status/1334876117996621825	False		0								[]				
