id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1351626524248694793	1351626524248694793	2021-01-19 14:24:10 CST	2021-01-19	14:24:10	-0600	14824849	stevemartintogo	Steve Martin		I’m proud to say that Dolly Parton and Vince Gill sang a song of mine!   https://t.co/ZuvqOydw2R	en	[]	['https://open.spotify.com/track/58drJqQEBiK6RgHv7ZqTMx?si=pr8LMR56QY-cIxKEmN0iyA']	[]	60	81	1891	[]	[]	https://twitter.com/SteveMartinToGo/status/1351626524248694793	False		0								[]				
1351304372483973121	1351304372483973121	2021-01-18 17:04:03 CST	2021-01-18	17:04:03	-0600	14824849	stevemartintogo	Steve Martin		I was trying to trick Betty.	en	[]	[]	[]	58	71	1547	[]	[]	https://twitter.com/SteveMartinToGo/status/1351304372483973121	False	https://twitter.com/SteveMartinToGo/status/1351303545065267202	0								[]				
1351303925652205569	1351303925652205569	2021-01-18 17:02:16 CST	2021-01-18	17:02:16	-0600	14824849	stevemartintogo	Steve Martin		Oops. 24. Way too big an age difference.	en	[]	[]	[]	54	29	656	[]	[]	https://twitter.com/SteveMartinToGo/status/1351303925652205569	False	https://twitter.com/bengletrudy/status/1351303757150171137	0								[]				
1351303545065267202	1351303545065267202	2021-01-18 17:00:45 CST	2021-01-18	17:00:45	-0600	14824849	stevemartintogo	Steve Martin		Hi Betty, I loved working with you in Bringing Down the House. And I love that you and Allen Ludden came to see me at the Troubadour a hundred years ago. I never forgot it. By the way, you’re only 14 years older than me.	en	[]	[]	[]	250	897	21512	[]	[]	https://twitter.com/SteveMartinToGo/status/1351303545065267202	False	https://twitter.com/bettymwhite/status/1350970400658829318	0								[]				
1350854088255279107	1350854088255279107	2021-01-17 11:14:46 CST	2021-01-17	11:14:46	-0600	14824849	stevemartintogo	Steve Martin		I signed up ON line through an NYC dot gov website (sorry I don’t have the exact site), and waited IN line at the Javits Center.	en	[]	[]	[]	103	88	1448	[]	[]	https://twitter.com/SteveMartinToGo/status/1350854088255279107	False	https://twitter.com/dutchgirl62/status/1350853510556999685	0								[]				
1350848052379189249	1350848052379189249	2021-01-17 10:50:47 CST	2021-01-17	10:50:47	-0600	14824849	stevemartintogo	Steve Martin		Good news/Bad news. Good news: I just got vaccinated! Bad news: I got it because I’m 75. Ha! The operation in NYC was smooth as silk (sorry about the cliché @BCDreyer!) and hosted to perfection by the US Army and National Guard. Thank you all, and thank you science.	en	[{'screen_name': 'bcdreyer', 'name': 'benjamin dreyer', 'id': '398146813'}]	[]	[]	1178	5103	112023	[]	[]	https://twitter.com/SteveMartinToGo/status/1350848052379189249	False		0								[]				
1350587082297765889	1350587082297765889	2021-01-16 17:33:47 CST	2021-01-16	17:33:47	-0600	14824849	stevemartintogo	Steve Martin		My research tells me that Oxford wasn’t established until WAY after Planes, Trains (,) and Automobiles. Like, years.	en	[]	[]	[]	470	848	19430	[]	[]	https://twitter.com/SteveMartinToGo/status/1350587082297765889	False	https://twitter.com/preetbharara/status/1350307626358370305	0								[]				
1350548252819677185	1350548252819677185	2021-01-16 14:59:30 CST	2021-01-16	14:59:30	-0600	14824849	stevemartintogo	Steve Martin		Significant Canadian paintings have to pass a board before export, which means paintings considered national masterpieces are inevitably restricted. Most Canadian paintings can be exported.	en	[]	[]	[]	79	59	909	[]	[]	https://twitter.com/SteveMartinToGo/status/1350548252819677185	False	https://twitter.com/JoyceCarolOates/status/1350449548775325697	0								[]				
1350241155649306631	1350241155649306631	2021-01-15 18:39:12 CST	2021-01-15	18:39:12	-0600	14824849	stevemartintogo	Steve Martin		Melancholic tonight, remembering for some reason, my friend Michael Johnson, who walked into our local club in 1967 and stunned us with his beautiful voice and smooth guitar.   https://t.co/RgpbyuEY9F	en	[]	['https://open.spotify.com/track/0qb4XjVxUKGLhAxVw17Bsu?si=xqtpdZwLTNan2R7oLteHow']	[]	116	98	1845	[]	[]	https://twitter.com/SteveMartinToGo/status/1350241155649306631	False		0								[]				
1349057809904754691	1349057809904754691	2021-01-12 12:17:00 CST	2021-01-12	12:17:00	-0600	14824849	stevemartintogo	Steve Martin		Yes, our cartoon for today.	en	[]	[]	[]	80	180	3012	[]	[]	https://twitter.com/SteveMartinToGo/status/1349057809904754691	False	https://twitter.com/Blisscartoons/status/1349025699840065543	0								[]				
1347486316909490176	1347486316909490176	2021-01-08 04:12:27 CST	2021-01-08	04:12:27	-0600	14824849	stevemartintogo	Steve Martin		Fabulous.	fr	[]	[]	[]	16	35	612	[]	[]	https://twitter.com/SteveMartinToGo/status/1347486316909490176	False	https://twitter.com/russellcrowe/status/1347053865842008064	0								[]				
1345801681351663619	1345801681351663619	2021-01-03 12:38:19 CST	2021-01-03	12:38:19	-0600	14824849	stevemartintogo	Steve Martin		I plead guilty.	en	[]	[]	[]	109	80	1678	[]	[]	https://twitter.com/SteveMartinToGo/status/1345801681351663619	False	https://twitter.com/DanaDelany/status/1345782289939091457	0								[]				
1345068511425687557	1345068511425687557	2021-01-01 12:04:57 CST	2021-01-01	12:04:57	-0600	14824849	stevemartintogo	Steve Martin		Then my work is done here.	en	[]	[]	[]	100	91	2313	[]	[]	https://twitter.com/SteveMartinToGo/status/1345068511425687557	False	https://twitter.com/SengerMw/status/1345018446413754370	0								[]				
1344822952035053569	1344822952035053569	2020-12-31 19:49:12 CST	2020-12-31	19:49:12	-0600	14824849	stevemartintogo	Steve Martin		This is a must retweet.	en	[]	[]	[]	68	193	1086	[]	[]	https://twitter.com/SteveMartinToGo/status/1344822952035053569	False	https://twitter.com/CeladonBooks/status/1344703887706566657	0								[]				
1343716984312229888	1343716984312229888	2020-12-28 18:34:28 CST	2020-12-28	18:34:28	-0600	14824849	stevemartintogo	Steve Martin		Of course!	en	[]	[]	[]	20	26	513	[]	[]	https://twitter.com/SteveMartinToGo/status/1343716984312229888	False	https://twitter.com/Davidboatymcboa/status/1343714016699551744	0								[]				
1343713079427788809	1343713079427788809	2020-12-28 18:18:57 CST	2020-12-28	18:18:57	-0600	14824849	stevemartintogo	Steve Martin		Yes, Ma’am!	en	[]	[]	[]	68	57	1591	[]	[]	https://twitter.com/SteveMartinToGo/status/1343713079427788809	False	https://twitter.com/JoyceCarolOates/status/1343682133274095618	0								[]				
1343314274710650881	1343314274710650881	2020-12-27 15:54:15 CST	2020-12-27	15:54:15	-0600	14824849	stevemartintogo	Steve Martin		I’m hoping to never be in an “actual police interrogation” video.	en	[]	[]	[]	196	87	3091	[]	[]	https://twitter.com/SteveMartinToGo/status/1343314274710650881	False		0								[]				
